message,is_flight_intent
 what ground transportation is available in baltimore for the day after tomorrow,0
 i would like an afternoon flight leaving tuesday san diego to indianapolis,1
 what is the earliest flight on thursday from atlanta to washington dc,1
 what is the latest flight leaving washington for denver,1
 find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm before 10 pm,1
 give me a flight from charlotte to baltimore on tuesday morning,1
 i'm looking for flights from pittsburgh to philadelphia leaving before 9 am,1
 what is fare code qo mean,0
 what flights are there from baltimore to san francisco,1
 i would like to fly from salt lake city back to st. petersburg on wednesday,1
 i would like an afternoon flight from denver colorado to dallas texas,1
 how much is a limousine between dallas fort worth international airport and dallas,0
 can you list all flights from chicago to st. louis that depart after 12 noon,1
 afternoon flights from boston to san francisco please that leave in the afternoon,1
 i'd like flight information from dallas fort worth to boston on tuesday,1
 ground transportation in phoenix,0
 i want to go from boston to washington on monday morning,1
 display types of aircraft departing from cleveland to dallas before noon,0
 what do you know about car rental in denver,0
 flights from montreal,1
 what is airline nw,0
 display all flights leaving from toronto to san diego on us air laying over in washington dc,1
 i'd like a limo in denver on august seventh,0
 i would like to fly from dallas to denver on the morning of august twenty seventh leaving at 650,1
 i need a flight tonight from charlotte to las vegas with a stop in st. louis and i want dinner,1
 when can i fly from philadelphia to dallas on a saturday morning,1
 give me the continental flights from seattle,1
 what is fare code h,0
 ground transportation in baltimore,0
 show me the flights from pittsburgh to philadelphia,1
 what continental flights go from chicago to seattle before 10 am in the morning that have a meal,1
 show me the latest flight from denver to boston,1
 show me all flights between san francisco and philadelphia for september fifteenth,1
 what flights from toronto to philadelphia,1
 show me wednesday afternoon flights from denver to san francisco,1
 how much does it cost to fly on american from dallas to baltimore,0
 what is the cheapest one way fare between boston and oakland,0
 how many fares are there one way from tacoma to montreal,0
 flight from denver to philadelphia,1
 i'd like to fly early tomorrow from columbus to minneapolis,1
 show me the economy flights from baltimore to dallas,1
 show me flights from pittsburgh to dc,1
 philadelphia to san francisco next week tuesday show the flights,1
 what is the earliest nonstop flight from washington to san francisco,1
 can you show me flights from baltimore to dallas,1
 flight from milwaukee to chicago,1
 what does ewr stand for,0
 i would like information on flights from dallas fort worth to atlanta on wednesday morning,1
 what are the dinner flights from indianapolis to san diego on wednesday may twelfth,1
 show me flights from denver to philadelphia,1
 show me delta flights from dallas to denver,1
 tell me about ground transportation at salt lake city,0
 where is general mitchell international located,0
 show me flights from philadelphia to denver on a monday,1
 us 3724 baltimore to philadelphia what is the fare,0
 okay can you tell me the flight cost between denver and atlanta,1
 what does ls stand for,0
 show me all flights from charlotte to columbus,1
 list the flights on friday afternoon from philadelphia to oakland,1
 describe pittsburgh airport,0
 show me the flights from love field,1
 i would like to book a flight for august twenty seventh from baltimore to san francisco on us air,1
 what flights land at general mitchell international,1
 i want all flights from atlanta to washington dc on thursday,1
 please show me fares from denver to san francisco,0
 what limousine service in toronto,0
 show me round trip fares from new york to miami,0
 how long does the ground transportation take from the salt lake city airport,0
 newark to cleveland daily,1
 i would like to schedule a flight on american airlines from philadelphia to san francisco that makes a stop in denver,1
 i'm interested in flying from boston to atlanta,1
 what airline is the flight originating in atlanta on november seventh at noon and arriving in san francisco at 210 pm,0
 list all flights from washington dc to tampa florida,1
 show me the flights from boston to dallas,1
 i want a flight from milwaukee to orlando one way leaving after 5 pm on wednesday,1
 which flights from pittsburgh to atlanta have the lowest coach class fares,1
 i'd like to know the earliest flight from boston to san francisco,1
 can you rent a car at stapleton international airport in denver,0
 okay i'd like a flight from boston to san francisco that leaves before 8 am,1
 i want to go from denver to atlanta round trip and make a stop at pittsburgh may i have the cheapest fare,1
